,Date Posted,Address,Area,Price,Number of Bedrooms,Number of Toilets,Category,City,Price Level,Number of Rooms,Furniture,District,Price Range
1016,10/10/2024,"33B, Đường Hà Bá Tường, Phường 12, Tân Bình, Hồ Chí Minh",25.0,3000000.0,1.0,1.0,"Nhà trọ, phòng trọ",Thành phố Hồ Chí Minh,3,1.0,Basic,Tân bình,3 - 5 triệu
1017,10/10/2024,"64, Phố Phan Đăng Lưu, Phường 5, Phú Nhuận, Hồ Chí Minh",45.0,6000000.0,1.0,1.0,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,4,1.0,Fully Furnished,Phú nhuận,5 - 10 triệu
1018,10/10/2024,"RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",91.0,15000000.0,3.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,3.0,Fully Furnished,Tân phú,10 - 40 triệu
1019,10/10/2024,"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",35.0,7000000.0,1.0,1.0,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,4,1.0,Fully Furnished,Bình thạnh,5 - 10 triệu
1020,10/10/2024,"KĐT mới Cầu Giấy, ngõ 70, Đường Trương Công Giai, Phường Yên Hòa, Cầu Giấy, Hà Nội",75.0,10000000.0,2.0,1.0,Căn hộ chung cư,Hà Nội,5,2.0,Fully Furnished,Cầu giấy,10 - 40 triệu
1021,10/10/2024,"GoldSeason, 47, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",98.0,19000000.0,3.0,2.0,Căn hộ chung cư,Hà Nội,5,3.0,Fully Furnished,Thanh xuân,10 - 40 triệu
1022,10/10/2024,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",25.0,4000000.0,,1.0,Văn phòng,Thành phố Hồ Chí Minh,3,1.0,Unspecified,Gò vấp,3 - 5 triệu
1023,10/10/2024,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",101.0,25000000.0,2.0,2.0,Căn hộ chung cư,Hà Nội,5,2.0,Basic,Tây hồ,10 - 40 triệu
1024,10/10/2024,"Dự án CEO Tower, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",200.0,75000000.0,,,Văn phòng,Hà Nội,7,1.0,Unspecified,Nam từ liêm,70 - 100 triệu
1025,10/10/2024,"Dự án Chánh Hưng Giai Việt, Phố Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",115.0,13000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,2.0,Fully Furnished,Quận 8,10 - 40 triệu
1026,10/10/2024,"Capital Place, 29, Phố Liễu Giai, Phường Liễu Giai, Ba Đình, Hà Nội",200.0,175000000.0,,,Văn phòng,Hà Nội,8,1.0,Unspecified,Ba đình,Trên 100 triệu
1027,10/10/2024,"Dự án 6th Element, Phường Xuân La, Tây Hồ, Hà Nội",791.0,296625000.0,,,Văn phòng,Hà Nội,8,1.0,Unspecified,Tây hồ,Trên 100 triệu
1028,10/10/2024,"Dự án Kingdom 101, Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",78.0,19000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,2.0,Fully Furnished,Quận 1,10 - 40 triệu
1029,10/10/2024,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",200.0,80000000.0,3.0,3.0,"Nhà biệt thự, liền kề",Hà Nội,7,3.0,Fully Furnished,Tây hồ,70 - 100 triệu
1030,10/10/2024,"Đường Cao Thắng, Phường 2, Quận 3, Hồ Chí Minh",375.0,,6.0,6.0,Nhà mặt phố,Thành phố Hồ Chí Minh,-1,6.0,Basic,Quận 3,Thỏa thuận
1031,10/10/2024,"Số 94 ngõ 40,, Đường Võ Thị Sáu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",35.0,10000000.0,2.0,2.0,Nhà riêng,Hà Nội,5,2.0,Basic,Hai bà trưng,10 - 40 triệu
1032,10/10/2024,"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",70.0,18000000.0,2.0,2.0,Căn hộ chung cư,Hà Nội,5,2.0,Fully Furnished,Cầu giấy,10 - 40 triệu
1033,10/10/2024,"Dự án An Gia Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",55.0,10000000.0,2.0,1.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,2.0,Fully Furnished,Quận 7,10 - 40 triệu
1034,10/10/2024,"Phường Khương Đình, Thanh Xuân, Hà Nội",380.0,85500000.0,,,Văn phòng,Hà Nội,7,1.0,Unspecified,Thanh xuân,70 - 100 triệu
1035,10/10/2024,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",70.0,14000000.0,2.0,2.0,Căn hộ chung cư,Hà Nội,5,2.0,Fully Furnished,Nam từ liêm,10 - 40 triệu
1037,10/10/2024,"Dự án Mỹ Đình II, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",75.0,11000000.0,2.0,2.0,Căn hộ chung cư,Hà Nội,5,2.0,Fully Furnished,Nam từ liêm,10 - 40 triệu
1038,10/10/2024,"273, Phố Giảng Võ, Phường Cát Linh, Đống Đa, Hà Nội",70.0,20000000.0,,,Nhà mặt phố,Hà Nội,5,1.0,Basic,Đống đa,10 - 40 triệu
1039,10/10/2024,"Ngõ 2, Đường Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội",40.0,5000000.0,,,Nhà riêng,Hà Nội,4,1.0,Unspecified,Đống đa,5 - 10 triệu
1040,10/10/2024,"Imperia Garden, 143, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",115.0,35000000.0,,,Văn phòng,Hà Nội,5,1.0,Unspecified,Thanh xuân,10 - 40 triệu
1041,10/10/2024,"Đường Lý Văn Phức, Phường Tân Định, Quận 1, Hồ Chí Minh",40.0,14000000.0,1.0,1.0,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,5,1.0,Fully Furnished,Quận 1,10 - 40 triệu
1042,10/10/2024,"Estella Heights, Song Hành, An Phú, Quận 2, Hồ Chí Minh",128.0,55000000.0,3.0,3.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,6,3.0,Fully Furnished,Quận 2,40 - 70 triệu
1043,10/10/2024,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",91.0,15000000.0,3.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,3.0,Fully Furnished,Quận 9,10 - 40 triệu
1044,10/10/2024,"Dự án Bách Khoa, Đường 711, Phường Phú Hữu, Quận 9, Hồ Chí Minh",210.0,23000000.0,3.0,2.0,Nhà mặt phố,Thành phố Hồ Chí Minh,5,3.0,Unspecified,Quận 9,10 - 40 triệu
1045,10/10/2024,"62 Đường Tân Thành, Phường Tân Thành, Tân Phú, Hồ Chí Minh",550.0,49000000.0,,,"Kho, nhà xưởng, đất",Thành phố Hồ Chí Minh,6,1.0,Unspecified,Tân phú,40 - 70 triệu
1046,10/10/2024,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",28.0,8000000.0,1.0,1.0,Căn hộ chung cư,Hà Nội,4,1.0,Fully Furnished,Nam từ liêm,5 - 10 triệu
1047,10/10/2024,"The Artemis, Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội",576.0,230400000.0,,4.0,Văn phòng,Hà Nội,8,1.0,Unfurnished,Thanh xuân,Trên 100 triệu
1048,10/10/2024,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",120.0,95000000.0,3.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,7,3.0,Fully Furnished,Quận 2,70 - 100 triệu
1049,10/10/2024,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh",50.0,9000000.0,1.0,1.0,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,4,1.0,Fully Furnished,Quận 1,5 - 10 triệu
1050,10/10/2024,"Linh Trung, Thủ Đức, Hồ Chí Minh",1.0,185000.0,,,Văn phòng,Thành phố Hồ Chí Minh,8,1.0,Unspecified,Thủ đức,Trên 100 triệu
1051,10/10/2024,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",47.0,12000000.0,1.0,1.0,Căn hộ chung cư,Hà Nội,5,1.0,Fully Furnished,Nam từ liêm,10 - 40 triệu
1052,10/10/2024,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",50.0,5000000.0,2.0,1.0,"Nhà trọ, phòng trọ",Thành phố Hồ Chí Minh,4,2.0,Fully Furnished,Quận 3,5 - 10 triệu
1053,10/10/2024,"Đường Huỳnh Mẫn Đạt, Phường 19, Bình Thạnh, Hồ Chí Minh",35.0,5000000.0,1.0,1.0,"Nhà trọ, phòng trọ",Thành phố Hồ Chí Minh,4,1.0,Fully Furnished,Bình thạnh,5 - 10 triệu
1054,10/10/2024,"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",40.0,5000000.0,1.0,1.0,"Nhà trọ, phòng trọ",Thành phố Hồ Chí Minh,4,1.0,Fully Furnished,Bình thạnh,5 - 10 triệu
1055,10/10/2024,"Dự án 8X Plus Trường Chinh, Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",61.0,8000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,4,2.0,Fully Furnished,Quận 1,5 - 10 triệu
1056,10/10/2024,"Dự án Nam Trung Yên, Đường Nguyễn Quốc Trị, Phường Trung Hòa, Cầu Giấy, Hà Nội",200.0,40000000.0,,,Văn phòng,Hà Nội,6,1.0,Unspecified,Cầu giấy,40 - 70 triệu
1057,10/10/2024,"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",110.0,100000000.0,,,Nhà mặt phố,Hà Nội,8,1.0,Unspecified,Đống đa,Trên 100 triệu
1058,10/10/2024,"Dự án Lakeview City, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",96.0,24000000.0,4.0,5.0,Shophouse nhà phố thương mại,Thành phố Hồ Chí Minh,5,4.0,Basic,Quận 2,10 - 40 triệu
1060,10/10/2024,"Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",180.0,26000000.0,,,Văn phòng,Hà Nội,5,1.0,Unspecified,Nam từ liêm,10 - 40 triệu
1061,10/10/2024,"Đường Phạm Ngũ Lão, Phường Bến Thành, Quận 1, Hồ Chí Minh",40.0,9000000.0,1.0,1.0,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,4,1.0,Fully Furnished,Quận 1,5 - 10 triệu
1062,10/10/2024,"Golden Mansion, 119, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",73.0,15000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,2.0,Unspecified,Phú nhuận,10 - 40 triệu
1063,10/10/2024,"Dự án Rose Town, 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",104.0,12000000.0,3.0,2.0,Căn hộ chung cư,Hà Nội,5,3.0,Fully Furnished,Hoàng mai,10 - 40 triệu
1064,10/10/2024,"63, Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",35.0,7000000.0,,,Văn phòng,Hà Nội,4,1.0,Basic,Đống đa,5 - 10 triệu
1065,05/10/2024,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",69.0,7000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,4,2.0,Fully Furnished,Quận 9,5 - 10 triệu
1066,10/10/2024,"Xã Tân Thạnh Đông, Củ Chi, Hồ Chí Minh",3.6,250000000.0,,,"Kho, nhà xưởng, đất",Thành phố Hồ Chí Minh,8,1.0,Unspecified,Củ chi,Trên 100 triệu
1068,10/10/2024,"Phường Mỹ Phước, Bến Cát, Bình Dương",2.0,110000000.0,,,"Kho, nhà xưởng, đất",Bình Dương,8,1.0,Unspecified,Bến cát,Trên 100 triệu
1069,10/10/2024,"Phường Bình Chuẩn, Thuận An, Bình Dương",2.2,90000000.0,,,"Kho, nhà xưởng, đất",Bình Dương,7,1.0,Unspecified,Thuận an,70 - 100 triệu
1070,10/10/2024,"Saigon Mystery Villas, Đường Bát Nàn, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",50.0,11000000.0,1.0,1.0,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,5,1.0,Fully Furnished,Quận 2,10 - 40 triệu
1071,10/10/2024,"Phường 13, Tân Bình, Hồ Chí Minh",18.0,2000000.0,1.0,1.0,"Nhà trọ, phòng trọ",Thành phố Hồ Chí Minh,2,1.0,Basic,Tân bình,1 - 3 triệu
1073,10/10/2024,"Dự án Green Diamond 93 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",150.0,25000000.0,3.0,2.0,Căn hộ chung cư,Hà Nội,5,3.0,Fully Furnished,Đống đa,10 - 40 triệu
1074,10/10/2024,"Đường Nguyễn Trãi, Phường 14, Quận 5, Hồ Chí Minh",28.0,6000000.0,1.0,1.0,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,4,1.0,Fully Furnished,Quận 5,5 - 10 triệu
1075,09/10/2024,"Đường Đoàn Thị Điểm, Phường 1, Phú Nhuận, Hồ Chí Minh",20.0,4000000.0,1.0,1.0,"Nhà trọ, phòng trọ",Thành phố Hồ Chí Minh,3,1.0,Fully Furnished,Phú nhuận,3 - 5 triệu
1076,10/10/2024,"Phố Hàng Giấy, Phường Đồng Xuân, Hoàn Kiếm, Hà Nội",10.0,4000000.0,1.0,1.0,Nhà riêng,Hà Nội,3,1.0,Fully Furnished,Hoàn kiếm,3 - 5 triệu
1077,10/10/2024,"Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",100.0,27000000.0,,,Văn phòng,Thành phố Hồ Chí Minh,5,1.0,Fully Furnished,Quận 7,10 - 40 triệu
1078,10/10/2024,"Đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",200.0,40000000.0,,,Văn phòng,Thành phố Hồ Chí Minh,6,1.0,Unspecified,Quận 3,40 - 70 triệu
1079,10/10/2024,"Dự án Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",45.0,20000000.0,,,Shophouse nhà phố thương mại,Hà Nội,5,1.0,Unspecified,Nam từ liêm,10 - 40 triệu
1084,10/10/2024,"Số 236 đường Đinh Bộ Lĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",65.0,16000000.0,,,Văn phòng,Thành phố Hồ Chí Minh,5,1.0,Unspecified,Bình thạnh,10 - 40 triệu
1085,07/10/2024,"Phường An Phú, Quận 2, Hồ Chí Minh",140.0,40000000.0,6.0,6.0,"Nhà biệt thự, liền kề",Thành phố Hồ Chí Minh,6,6.0,Unspecified,Quận 2,40 - 70 triệu
1086,10/10/2024,"Dự án Q7 Boulevard, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",70.0,11000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,2.0,Fully Furnished,Quận 7,10 - 40 triệu
1087,10/10/2024,"Richmond City, Nguyễn Xí, 26, Bình Thạnh, Hồ Chí Minh",66.0,15000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,2.0,Fully Furnished,Bình thạnh,10 - 40 triệu
1088,10/10/2024,"14 Đường Sư Vạn Hạnh, Phường 9, Quận 5, Hồ Chí Minh",17.0,17000000.0,,1.0,"Cửa hàng, ki ốt",Thành phố Hồ Chí Minh,5,1.0,Unfurnished,Quận 5,10 - 40 triệu
1089,10/10/2024,"Dự án Cảnh Viên 3, Phường Tân Phú, Quận 7, Hồ Chí Minh",120.0,22000000.0,3.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,3.0,Unspecified,Quận 7,10 - 40 triệu
1090,09/10/2024,"Dự án Diamond Island, Đường 104, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",91.0,20000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,2.0,Fully Furnished,Quận 2,10 - 40 triệu
1091,10/10/2024,"Dự án The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh",290.0,255000000.0,4.0,4.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,8,4.0,Fully Furnished,Quận 2,Trên 100 triệu
1092,10/10/2024,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",55.0,32000000.0,1.0,1.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,1.0,Fully Furnished,Quận 2,10 - 40 triệu
1093,10/10/2024,"Dự án Grandeur Palace, Phố Giảng Võ, Phường Kim Mã, Ba Đình, Hà Nội",77.0,36000000.0,2.0,2.0,Căn hộ chung cư,Hà Nội,5,2.0,Fully Furnished,Ba đình,10 - 40 triệu
1094,10/10/2024,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",500.0,35000000.0,,,Shophouse nhà phố thương mại,Hà Nội,5,1.0,Unspecified,Gia lâm,10 - 40 triệu
1095,10/10/2024,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",868.0,625000000.0,6.0,6.0,Nhà mặt phố,Thành phố Hồ Chí Minh,8,6.0,Unspecified,Quận 1,Trên 100 triệu
1096,10/10/2024,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",74.0,8000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,4,2.0,Basic,Quận 9,5 - 10 triệu
1097,10/10/2024,"Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",38.0,6000000.0,1.0,1.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,4,1.0,Basic,Nhà bè,5 - 10 triệu
1098,10/10/2024,"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",80.0,14000000.0,4.0,5.0,"Nhà biệt thự, liền kề",Thành phố Hồ Chí Minh,5,4.0,Unspecified,Quận 9,10 - 40 triệu
1126,16/10/2024,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",85.0,18000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,2.0,Basic,Quận 2,10 - 40 triệu
1168,09/10/2024,"Đường Tân Sơn Nhì, Phường Tân Thành, Tân Phú, Hồ Chí Minh",900.0,800000000.0,1.0,10.0,Nhà mặt phố,Thành phố Hồ Chí Minh,8,1.0,Unspecified,Tân phú,Trên 100 triệu
1169,16/10/2024,"14-16, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Hồ Chí Minh",450.0,300000000.0,,,Nhà mặt phố,Thành phố Hồ Chí Minh,8,1.0,Fully Furnished,Quận 1,Trên 100 triệu
1176,16/10/2024,"Số 76, Đường Bàu Cát, Phường 14, Tân Bình, Hồ Chí Minh",72.0,48000000.0,4.0,4.0,Nhà mặt phố,Thành phố Hồ Chí Minh,6,4.0,Unspecified,Tân bình,40 - 70 triệu
1177,16/10/2024,"Số 133 - 135, Đường Bàu Cát, Phường 14, Tân Bình, Hồ Chí Minh",150.0,110000000.0,,,Nhà mặt phố,Thành phố Hồ Chí Minh,8,1.0,Unspecified,Tân bình,Trên 100 triệu
1199,09/10/2024,"Số 810 Cụm 1 Thôn 2, Xã Thạch Hòa, Thạch Thất, Hà Nội",600.0,12000000.0,3.0,2.0,Nhà riêng,Hà Nội,5,3.0,Unspecified,Thạch thất,10 - 40 triệu
1200,09/10/2024,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",150.0,30000000.0,,,Văn phòng,Hà Nội,5,1.0,Unspecified,Cầu giấy,10 - 40 triệu
1201,09/10/2024,"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",1.0,,,,"Kho, nhà xưởng, đất",Hà Nội,-1,1.0,Unspecified,Hoàng mai,Thỏa thuận
1202,09/10/2024,"17, Phố Khương Hạ, Phường Khương Trung, Thanh Xuân, Hà Nội",45.0,17000000.0,6.0,,Nhà riêng,Hà Nội,5,6.0,Unspecified,Thanh xuân,10 - 40 triệu
1203,16/10/2024,"353 - 355 An Dương Vương, Phường 3, Quận 5, Hồ Chí Minh.",50.0,10000000.0,,2.0,Văn phòng,Thành phố Hồ Chí Minh,5,1.0,Fully Furnished,Quận 5,10 - 40 triệu
1204,16/10/2024,"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",50.0,10000000.0,,,Văn phòng,Thành phố Hồ Chí Minh,5,1.0,Unspecified,Tân phú,10 - 40 triệu
1205,16/10/2024,"618, Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",50.0,11500000.0,,,Văn phòng,Thành phố Hồ Chí Minh,5,1.0,Unspecified,Quận 1,10 - 40 triệu
1206,16/10/2024,"3, Đường Trần Não, Phường Bình An, Quận 2, Hồ Chí Minh.",50.0,11500000.0,,,Văn phòng,Thành phố Hồ Chí Minh,5,1.0,Unspecified,Quận 2,10 - 40 triệu
1207,16/10/2024,"Dự án Phú Mỹ Hưng, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",50.0,11500000.0,,,Văn phòng,Thành phố Hồ Chí Minh,5,1.0,Unspecified,Quận 7,10 - 40 triệu
1208,16/10/2024,"384, Đường Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh",50.0,11500000.0,,,Văn phòng,Thành phố Hồ Chí Minh,5,1.0,Unspecified,Quận 4,10 - 40 triệu
1209,16/10/2024,"106, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",50.0,12000000.0,,,Văn phòng,Thành phố Hồ Chí Minh,5,1.0,Unspecified,Phú nhuận,10 - 40 triệu
1210,16/10/2024,"216, Đường Võ Văn Ngân, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",50.0,9000000.0,,,Văn phòng,Thành phố Hồ Chí Minh,4,1.0,Unspecified,Thủ đức,5 - 10 triệu
1212,09/10/2024,"Ngõ 38, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",45.0,13000000.0,3.0,,Nhà riêng,Hà Nội,5,3.0,Fully Furnished,Tây hồ,10 - 40 triệu
1213,09/10/2024,"Stellar Garden, 35, Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",85.0,36000000.0,,,Văn phòng,Hà Nội,5,1.0,Unspecified,Thanh xuân,10 - 40 triệu
1214,09/10/2024,"Đường Số 6, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",35.0,7000000.0,3.0,4.0,Nhà riêng,Thành phố Hồ Chí Minh,4,3.0,Fully Furnished,Thủ đức,5 - 10 triệu
1215,09/10/2024,"Phường 7, Tân Bình, Hồ Chí Minh",50.0,8000000.0,1.0,1.0,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,4,1.0,Unspecified,Tân bình,5 - 10 triệu
1216,09/10/2024,"Đường Cao Thắng, Phường 4, Quận 10, Hồ Chí Minh",38.0,8000000.0,1.0,1.0,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,4,1.0,Fully Furnished,Quận 1,5 - 10 triệu
1217,09/10/2024,"Dự án The Era Town, Đường 15B, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",97.0,8000000.0,3.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,4,3.0,Unspecified,Quận 7,5 - 10 triệu
1218,09/10/2024,"Dự án An Gia Garden, Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",63.0,9000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,4,2.0,Unspecified,Tân phú,5 - 10 triệu
1219,09/10/2024,"Imperia Garden, Nguyễn Huy Tưởng, Thanh Xuân Trung, Thanh Xuân, Hà Nội",1.0,55000000.0,,,"Nhà biệt thự, liền kề",Hà Nội,6,1.0,Unspecified,Thanh xuân,40 - 70 triệu
1220,09/10/2024,"Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",50.0,,,2.0,Nhà mặt phố,Hà Nội,-1,1.0,Unfurnished,Đống đa,Thỏa thuận
1221,16/10/2024,"Dự án Sky Garden 3, Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh",60.0,10000000.0,2.0,2.0,Căn hộ chung cư,Thành phố Hồ Chí Minh,5,2.0,Fully Furnished,Quận 7,10 - 40 triệu
1222,09/10/2024,"S5, Tây Thạnh, Tân Phú, Hồ Chí Minh",100.0,30000000.0,5.0,4.0,Nhà riêng,Thành phố Hồ Chí Minh,5,5.0,Fully Furnished,Tân phú,10 - 40 triệu
1223,09/10/2024,"Đường Nguyễn Bá Tuyển, Phường 12, Tân Bình, Hồ Chí Minh",45.0,6000000.0,,,"Chung cư mini, căn hộ dịch vụ",Thành phố Hồ Chí Minh,4,1.0,Unspecified,Tân bình,5 - 10 triệu
1224,09/10/2024,"229/3 Đường Huỳnh Văn Nghệ, Phường 12, Gò Vấp, Hồ Chí Minh",17.0,2000000.0,1.0,1.0,"Nhà trọ, phòng trọ",Thành phố Hồ Chí Minh,2,1.0,Fully Furnished,Gò vấp,1 - 3 triệu
